Team 1;Team 2;Team 1 win?;blue side;date;Event;rooster 1;rooster 2;ID;relevance;comment;x
vVv;NiD;0;1;14/11/2013;NA Challenger League - Season 1 - Week 6;;;1300;1;;x
C;Team Curse;1;1;14/11/2013;NA Challenger League - Season 1 - Week 6;;;1301;1;;x
Crs Acad;COG;1;1;14/11/2013;NA Challenger League - Season 1 - Week 6;;;1302;1;;x
TBD;ggLA;1;1;14/11/2013;NA Challenger League - Season 1 - Week 6;;;1303;1;;x
COG;VES;1;1;14/11/2013;NA Challenger League - Season 1 - Week 6;;;1304;1;;x
C;NiD;1;1;14/11/2013;NA Challenger League - Season 1 - Week 6;;;1305;1;;x
Crs Acad;coL;0;1;14/11/2013;NA Challenger League - Season 1 - Week 6;;;1306;1;;x
Team Curse;vVv;1;1;14/11/2013;NA Challenger League - Season 1 - Week 6;;;1307;1;;x
VES;ggLA;0;1;21/11/2013;NA Challenger League - Season 1 - Week 7;;;1308;1;;x
vVv;C;0;1;21/11/2013;NA Challenger League - Season 1 - Week 7;;;1309;1;;x
NiD;Crs Acad;0;1;21/11/2013;NA Challenger League - Season 1 - Week 7;;;1310;1;;x
Crs Acad;TBD;0;1;21/11/2013;NA Challenger League - Season 1 - Week 7;;;1311;1;;x
coL;ggLA;1;1;21/11/2013;NA Challenger League - Season 1 - Week 7;;;1312;1;;x
Team Curse;NiD;1;1;21/11/2013;NA Challenger League - Season 1 - Week 7;;;1313;1;;x
C;COG;1;1;21/11/2013;NA Challenger League - Season 1 - Week 7;;;1314;1;;x
COG;TBD;0;1;21/11/2013;NA Challenger League - Season 1 - Week 7;;;1315;1;;x
vVv;Team Curse;0;1;21/11/2013;NA Challenger League - Season 1 - Week 7;;;1316;1;;x
C;VES;1;1;21/11/2013;NA Challenger League - Season 1 - Week 7;;;1317;1;;x
coL;Crs Acad;1;1;21/11/2013;NA Challenger League - Season 1 - Week 7;;;1318;1;;x
NiD;TBD;0;1;21/11/2013;NA Challenger League - Season 1 - Week 7;;;1319;1;;x
vVv;COG;1;1;21/11/2013;NA Challenger League - Season 1 - Week 7;;;1320;1;;x
VES;Team Curse;0;1;21/11/2013;NA Challenger League - Season 1 - Week 7;;;1321;1;;x
ggLA;TBD;0;1;21/11/2013;NA Challenger League - Season 1 - Week 7;;;1322;1;;x
Crs Acad;C;1;1;21/11/2013;NA Challenger League - Season 1 - Week 7;;;1323;1;;x
VES;C;0;1;11/12/2013;NA Challenger League - Season 1 - Week 8;;;1324;1;;x
COG;Crs Acad;1;1;11/12/2013;NA Challenger League - Season 1 - Week 8;;;1325;1;;x
TBD;vVv;1;1;11/12/2013;NA Challenger League - Season 1 - Week 8;;;1326;1;;x
Team Curse;coL;0;1;11/12/2013;NA Challenger League - Season 1 - Week 8;;;1327;1;;x
VES;Crs Acad;0;1;11/12/2013;NA Challenger League - Season 1 - Week 8;;;1328;1;;x
TBD;coL;1;1;11/12/2013;NA Challenger League - Season 1 - Week 8;;;1329;1;;x
NiD;COG;0;1;11/12/2013;NA Challenger League - Season 1 - Week 8;;;1330;1;;x
vVv;Team Curse;0;1;11/12/2013;NA Challenger League - Season 1 - Week 8;;;1331;1;;x
coL;ggLA;0;1;11/12/2013;NA Challenger League - Season 1 - Week 8;;;1332;1;;x
Team Curse;VES;1;1;11/12/2013;NA Challenger League - Season 1 - Week 8;;;1333;1;;x
TBD;NiD;1;1;11/12/2013;NA Challenger League - Season 1 - Week 8;;;1334;1;;x
vVv;C;0;1;11/12/2013;NA Challenger League - Season 1 - Week 8;;;1335;1;;x
Team Curse;vVv;0;1;11/12/2013;NA Challenger League - Season 1 - Week 8;;;1336;1;;x
TBD;coL;1;1;11/12/2013;NA Challenger League - Season 1 - Week 8;;;1337;1;;x
NiD;ggLA;1;1;11/12/2013;NA Challenger League - Season 1 - Week 8;;;1338;1;;x
COG;C;0;1;11/12/2013;NA Challenger League - Season 1 - Week 8;;;1339;1;;x
DTG;vVv;1;1;15/12/2013;NA Challenger League - Season 1 - Quarterfinals;;;1340;1;bo3;x
vVv;DTG;0;1;15/12/2013;NA Challenger League - Season 1 - Quarterfinals;;;1341;1;bo3;x
Team Curse;Crs Acad;1;1;15/12/2013;NA Challenger League - Season 1 - Quarterfinals;;;1342;1;bo3;x
Crs Acad;Team Curse;0;1;15/12/2013;NA Challenger League - Season 1 - Quarterfinals;;;1343;1;bo3;x
C;DTG;0;1;15/12/2013;NA Challenger League - Season 1 - Semifinals;;;1344;1;bo3;x
DTG;C;0;1;15/12/2013;NA Challenger League - Season 1 - Semifinals;;;1345;1;bo3;x
C;DTG;1;1;15/12/2013;NA Challenger League - Season 1 - Semifinals;;;1346;1;bo3;x
coL;Team Curse;1;1;15/12/2013;NA Challenger League - Season 1 - Semifinals;;;1347;1;bo3;x
Team Curse;coL;0;1;15/12/2013;NA Challenger League - Season 1 - Semifinals;;;1348;1;bo3;x
C;coL;1;1;15/12/2013;NA Challenger League - Season 1 - Finals;;;1349;1;bo5;x
coL;C;0;1;15/12/2013;NA Challenger League - Season 1 - Finals;;;1350;1;bo5;x
C;coL;0;1;15/12/2013;NA Challenger League - Season 1 - Finals;;;1351;1;bo5;x
coL;C;0;1;15/12/2013;NA Challenger League - Season 1 - Finals;;;1352;1;bo5;x
OMG;Star Horn Royal Club;0;1;7/9/2013;S4WC China Qualifier - Day 2;;;1353;1;bo3;x
Star Horn Royal Club;OMG;1;1;7/9/2013;S4WC China Qualifier - Day 2;;;1354;1;bo3;x
LGD;OMG;1;1;7/9/2013;S4WC China Qualifier - Day 2;;;1355;1;bo3;x
OMG;LGD;1;1;7/9/2013;S4WC China Qualifier - Day 2;;;1356;1;bo3;x
LGD;OMG;0;1;7/9/2013;S4WC China Qualifier - Day 2;;;1357;1;bo3;x
Alliance;Copenhagen Wolves;0;1;17/4/2014;EU Spring - Playoffs - Quarterfinals;;;1358;1;bo3;x
Copenhagen Wolves;Alliance;0;1;17/4/2014;EU Spring - Playoffs - Quarterfinals;;;1359;1;bo3;x
Alliance;Copenhagen Wolves;1;1;17/4/2014;EU Spring - Playoffs - Quarterfinals;;;1360;1;bo3;x
ROCCAT;Gambit;1;1;17/4/2014;EU Spring - Playoffs - Quarterfinals;;;1361;1;bo3;x
Gambit;ROCCAT;0;1;17/4/2014;EU Spring - Playoffs - Quarterfinals;;;1362;1;bo3;x
Fnatic;Alliance;1;1;17/4/2014;EU Spring - Playoffs - Semifinals;;;1363;1;bo3;x
Alliance;Fnatic;1;1;17/4/2014;EU Spring - Playoffs - Semifinals;;;1364;1;bo3;x
Fnatic;Alliance;1;1;17/4/2014;EU Spring - Playoffs - Semifinals;;;1365;1;bo3;x
SK Gaming;ROCCAT;0;1;17/4/2014;EU Spring - Playoffs - Semifinals;;;1366;1;bo3;x
ROCCAT;SK Gaming;0;1;17/4/2014;EU Spring - Playoffs - Semifinals;;;1367;1;bo3;x
SK Gaming;ROCCAT;1;1;17/4/2014;EU Spring - Playoffs - Semifinals;;;1368;1;bo3;x
Gambit;Copenhagen Wolves;0;1;17/4/2014;EU Spring - Playoffs - 5th place;;;1369;1;bo3;x
Copenhagen Wolves;Gambit;0;1;17/4/2014;EU Spring - Playoffs - 5th place;;;1370;1;bo3;x
Gambit;Copenhagen Wolves;1;1;17/4/2014;EU Spring - Playoffs - 5th place;;;1371;1;bo3;x
Alliance;ROCCAT;0;1;17/4/2014;EU Spring - Playoffs - 3th place;;;1372;1;bo3;x
ROCCAT;Alliance;1;1;17/4/2014;EU Spring - Playoffs - 3th place;;;1373;1;bo3;x
SK Gaming;Fnatic;0;1;17/4/2014;EU Spring - Playoffs - Finals;;;1374;1;bo5;x
Fnatic;SK Gaming;1;1;17/4/2014;EU Spring - Playoffs - Finals;;;1375;1;bo5;x
SK Gaming;Fnatic;1;1;17/4/2014;EU Spring - Playoffs - Finals;;;1376;1;bo5;x
Fnatic;SK Gaming;1;1;17/4/2014;EU Spring - Playoffs - Finals;;;1377;1;bo5;x
iG;Fnatic;1;1;16/3/2014;IEM Season VIII - World - Group A;;;1378;1;;x
Millenium;KT Bullets;1;1;16/3/2014;IEM Season VIII - World - Group A;;;1379;1;;x
iG;KT Bullets;0;1;16/3/2014;IEM Season VIII - World - Group A;;;1380;1;;x
Millenium;Fnatic;0;1;16/3/2014;IEM Season VIII - World - Group A;;;1381;1;;x
iG;Fnatic;0;1;16/3/2014;IEM Season VIII - World - Group A;;;1382;1;;x
TPA;Gambit;1;1;16/3/2014;IEM Season VIII - World - Group B;;;1383;1;;x
C9;WE;1;1;16/3/2014;IEM Season VIII - World - Group B;;;1384;1;;x
C9;TPA;1;1;16/3/2014;IEM Season VIII - World - Group B;;;1385;1;;x
Gambit;WE;1;1;16/3/2014;IEM Season VIII - World - Group B;;;1386;1;;x
Gambit;TPA;1;1;16/3/2014;IEM Season VIII - World - Group B;;;1387;1;;x
KT Bullets;Gambit;1;1;16/3/2014;IEM Season VIII - World - Semifinals;;;1388;1;bo3;x
Gambit;KT Bullets;0;1;16/3/2014;IEM Season VIII - World - Semifinals;;;1389;1;bo3;x
C9;Fnatic;0;1;16/3/2014;IEM Season VIII - World - Semifinals;;;1390;1;bo3;x
Fnatic;C9;0;1;16/3/2014;IEM Season VIII - World - Semifinals;;;1391;1;bo3;x
Fnatic;C9;1;1;16/3/2014;IEM Season VIII - World - Semifinals;;;1392;1;bo3;x
Fnatic;KT Bullets;1;1;16/3/2014;IEM Season VIII - World - Finals;;;1393;1;bo3;x
KT Bullets;Fnatic;1;1;16/3/2014;IEM Season VIII - World - Finals;;;1394;1;bo3;x
Fnatic;KT Bullets;0;1;16/3/2014;IEM Season VIII - World - Finals;;;1395;1;bo3;x
CLG;TT BLUE;1;1;24/11/2013;IEM Season VIII - Cologne - Pro - Quarterfinals;;;1396;1;bo3;x
TT BLUE;CLG;0;1;24/11/2013;IEM Season VIII - Cologne - Pro - Quarterfinals;;;1397;1;bo3;x
RED;Gambit;0;1;24/11/2013;IEM Season VIII - Cologne - Pro - Quarterfinals;;;1398;1;bo3;x
Gambit;RED;1;1;24/11/2013;IEM Season VIII - Cologne - Pro - Quarterfinals;;;1399;1;bo3;x
Fnatic;CLG;1;1;24/11/2013;IEM Season VIII - Cologne - Pro - Semifinals;;;1400;1;bo3;x
CLG;Fnatic;1;1;24/11/2013;IEM Season VIII - Cologne - Pro - Semifinals;;;1401;1;bo3;x
Fnatic;CLG;1;1;24/11/2013;IEM Season VIII - Cologne - Pro - Semifinals;;;1402;1;bo3;x
C9;Gambit;0;1;24/11/2013;IEM Season VIII - Cologne - Pro - Semifinals;;;1403;1;bo3;x
Gambit;C9;1;1;24/11/2013;IEM Season VIII - Cologne - Pro - Semifinals;;;1404;1;bo3;x
Fnatic;Gambit;0;1;24/11/2013;IEM Season VIII - Cologne - Pro - Finals;;;1405;1;bo3;x
Gambit;Fnatic;1;1;24/11/2013;IEM Season VIII - Cologne - Pro - Finals;;;1406;1;bo3;x
TCM;NiP;0;1;24/11/2013;IEM Season VIII - Cologne - Amateur - Semifinals;;;1407;1;bo3;x
NiP;TCM;0;1;24/11/2013;IEM Season VIII - Cologne - Amateur - Semifinals;;;1408;1;bo3;x
TCM;NiP;1;1;24/11/2013;IEM Season VIII - Cologne - Amateur - Semifinals;;;1409;1;bo3;x
SK Gaming;Copenhagen Wolves;0;1;24/11/2013;IEM Season VIII - Cologne - Amateur - Semifinals;;;1410;1;bo3;x
Copenhagen Wolves;SK Gaming;1;1;24/11/2013;IEM Season VIII - Cologne - Amateur - Semifinals;;;1411;1;bo3;x
NiP;Copenhagen Wolves;0;1;24/11/2013;IEM Season VIII - Cologne - Amateur - Finals;;;1412;1;bo3;x
Copenhagen Wolves;NiP;1;1;24/11/2013;IEM Season VIII - Cologne - Amateur - Finals;;;1413;1;bo3;x
ESC;yoe.FW;0;1;29/11/2013;2013 World Cyber Games - Group A;;;1414;1;;x
yoe.FW;MYM;1;1;29/11/2013;2013 World Cyber Games - Group A;;;1415;1;;x
MYM;ESC;1;1;29/11/2013;2013 World Cyber Games - Group A;;;1416;1;;x
Lyon;yoe.FW;1;1;29/11/2013;2013 World Cyber Games - Group A;;;1417;1;;x
ESC;Lyon;0;1;29/11/2013;2013 World Cyber Games - Group A;;;1418;1;;x
MYM;Lyon;0;1;29/11/2013;2013 World Cyber Games - Group A;;;1419;1;;x
ANG;OMG;0;1;29/11/2013;2013 World Cyber Games - Group B;;;1420;1;;x
ISG;DP;0;1;29/11/2013;2013 World Cyber Games - Group B;;;1421;1;;x
ANG;DP;0;1;29/11/2013;2013 World Cyber Games - Group B;;;1422;1;;x
OMG;DP;1;1;29/11/2013;2013 World Cyber Games - Group B;;;1423;1;;x
ISG;OMG;0;1;29/11/2013;2013 World Cyber Games - Group B;;;1424;1;;x
ANG;ISG;0;1;29/11/2013;2013 World Cyber Games - Group B;;;1425;1;;x
CJ Blaze;EP.HK;1;1;29/11/2013;2013 World Cyber Games - Group C;;;1426;1;;x
KaBuM;Rampage;0;1;29/11/2013;2013 World Cyber Games - Group C;;;1427;1;;x
EP.HK;KaBuM;1;1;29/11/2013;2013 World Cyber Games - Group C;;;1428;1;;x
Rampage;Immunity;0;1;29/11/2013;2013 World Cyber Games - Group C;;;1429;1;;x
CJ Blaze;KaBuM;1;1;29/11/2013;2013 World Cyber Games - Group C;;;1430;1;;x
EP.HK;Immunity;1;1;29/11/2013;2013 World Cyber Games - Group C;;;1431;1;;x
CJ Blaze;Rampage;1;1;29/11/2013;2013 World Cyber Games - Group C;;;1432;1;;x
KaBuM;Immunity;0;1;29/11/2013;2013 World Cyber Games - Group C;;;1433;1;;x
CJ Blaze;Immunity;1;1;29/11/2013;2013 World Cyber Games - Group C;;;1434;1;;x
EP.HK;Rampage;1;1;29/11/2013;2013 World Cyber Games - Group C;;;1435;1;;x
RPE Eclipse;WE;0;1;29/11/2013;2013 World Cyber Games - Group D;;;1436;1;;x
RED;MiTH FD;1;1;29/11/2013;2013 World Cyber Games - Group D;;;1437;1;;x
RPE Eclipse;RED;0;1;29/11/2013;2013 World Cyber Games - Group D;;;1438;1;;x
WE;MiTH FD;1;1;29/11/2013;2013 World Cyber Games - Group D;;;1439;1;;x
RED;WE;0;1;29/11/2013;2013 World Cyber Games - Group D;;;1440;1;;x
RPE Eclipse;MiTH FD;0;1;29/11/2013;2013 World Cyber Games - Group D;;;1441;1;;x
WE;yoe.FW;1;1;1/12/2013;2013 World Cyber Games - Quarterfinals;;;1442;1;bo3;x
yoe.FW;WE;0;1;1/12/2013;2013 World Cyber Games - Quarterfinals;;;1443;1;bo3;x
CJ Blaze;DP;1;1;1/12/2013;2013 World Cyber Games - Quarterfinals;;;1444;1;bo3;x
DP;CJ Blaze;0;1;1/12/2013;2013 World Cyber Games - Quarterfinals;;;1445;1;bo3;x
RED;Lyon;0;1;1/12/2013;2013 World Cyber Games - Quarterfinals;;;1446;1;bo3;x
Lyon;RED;1;1;1/12/2013;2013 World Cyber Games - Quarterfinals;;;1447;1;bo3;x
OMG;EP.HK;1;1;1/12/2013;2013 World Cyber Games - Quarterfinals;;;1448;1;bo3;x
EP.HK;OMG;0;1;1/12/2013;2013 World Cyber Games - Quarterfinals;;;1449;1;bo3;x
CJ Blaze;Lyon;1;1;1/12/2013;2013 World Cyber Games - Semifinals;;;1450;1;bo3;x
Lyon;CJ Blaze;0;1;1/12/2013;2013 World Cyber Games - Semifinals;;;1451;1;bo3;x
OMG;WE;1;1;1/12/2013;2013 World Cyber Games - Semifinals;;;1452;1;bo3;x
WE;OMG;1;1;1/12/2013;2013 World Cyber Games - Semifinals;;;1453;1;bo3;x
OMG;WE;1;1;1/12/2013;2013 World Cyber Games - Semifinals;;;1454;1;bo3;x
Lyon;WE;0;1;1/12/2013;2013 World Cyber Games - 3rd place;;;1455;1;bo3;x
WE;Lyon;1;1;1/12/2013;2013 World Cyber Games - 3rd place;;;1456;1;bo3;x
OMG;CJ Blaze;0;1;1/12/2013;2013 World Cyber Games - Finals;;;1457;1;bo3;x
CJ Blaze;OMG;1;1;1/12/2013;2013 World Cyber Games - Finals;;;1458;1;bo3;x
Copenhagen Wolves;H2k;1;1;9/9/2014;LCS EU Season 5 spring Promotion Qualifier;;;1459;1;bo5;x
H2k;Copenhagen Wolves;0;1;9/9/2014;LCS EU Season 5 spring Promotion Qualifier;;;1460;1;bo5;x
Copenhagen Wolves;H2k;1;1;9/9/2014;LCS EU Season 5 spring Promotion Qualifier;;;1461;1;bo5;x
NiP;SK Prime;0;1;28/3/2014;2014 EU Challenger Series - Spring #1 - Quarterfinals;;;1462;1;bo3;x
SK Prime;NiP;0;1;28/3/2014;2014 EU Challenger Series - Spring #1 - Quarterfinals;;;1463;1;bo3;x
NiP;SK Prime;1;1;28/3/2014;2014 EU Challenger Series - Spring #1 - Quarterfinals;;;1464;1;bo3;x
TTD;SGC;1;1;28/3/2014;2014 EU Challenger Series - Spring #1 - Quarterfinals;;;1465;1;bo3;x
SGC;TTD;1;1;28/3/2014;2014 EU Challenger Series - Spring #1 - Quarterfinals;;;1466;1;bo3;x
TTD;SGC;1;1;28/3/2014;2014 EU Challenger Series - Spring #1 - Quarterfinals;;;1467;1;bo3;x
MYM;EYES;1;1;28/3/2014;2014 EU Challenger Series - Spring #1 - Quarterfinals;;;1468;1;bo3;x
EYES;MYM;0;1;28/3/2014;2014 EU Challenger Series - Spring #1 - Quarterfinals;;;1469;1;bo3;x
C9E;Pulse Esports;1;1;28/3/2014;2014 EU Challenger Series - Spring #1 - Quarterfinals;;;1470;1;bo3;x
Pulse Esports;C9E;1;1;28/3/2014;2014 EU Challenger Series - Spring #1 - Quarterfinals;;;1471;1;bo3;x
C9E;Pulse Esports;1;1;28/3/2014;2014 EU Challenger Series - Spring #1 - Quarterfinals;;;1472;1;bo3;x
NiP;TTD;1;1;28/3/2014;2014 EU Challenger Series - Spring #1 - Semifinals;;;1473;1;bo3;x
TTD;NiP;0;1;28/3/2014;2014 EU Challenger Series - Spring #1 - Semifinals;;;1474;1;bo3;x
MYM;C9E;0;1;28/3/2014;2014 EU Challenger Series - Spring #1 - Semifinals;;;1475;1;bo3;x
C9E;MYM;1;1;28/3/2014;2014 EU Challenger Series - Spring #1 - Semifinals;;;1476;1;bo3;x
MYM;TTD;1;1;28/3/2014;2014 EU Challenger Series - Spring #1 - 3rd place;;;1477;1;bo3;x
TTD;MYM;0;1;28/3/2014;2014 EU Challenger Series - Spring #1 - 3rd place;;;1478;1;bo3;x
NiP;C9E;0;1;28/3/2014;2014 EU Challenger Series - Spring #1 - Finals;;;1479;1;bo3;x
C9E;NiP;1;1;28/3/2014;2014 EU Challenger Series - Spring #1 - Finals;;;1480;1;bo3;x
C9T;Departed;0;1;28/3/2014;2014 EU Challenger Series - Spring #2 - Quarterfinals;;;1481;1;bo3;x
Departed;C9T;1;1;28/3/2014;2014 EU Challenger Series - Spring #2 - Quarterfinals;;;1482;1;bo3;x
AwS;Steve Bakes;0;1;28/3/2014;2014 EU Challenger Series - Spring #2 - Quarterfinals;;;1483;1;bo3;x
Steve Bakes;AwS;0;1;28/3/2014;2014 EU Challenger Series - Spring #2 - Quarterfinals;;;1484;1;bo3;x
AwS;Steve Bakes;1;1;28/3/2014;2014 EU Challenger Series - Spring #2 - Quarterfinals;;;1485;1;bo3;x
mouz;Reason;0;1;28/3/2014;2014 EU Challenger Series - Spring #2 - Quarterfinals;;;1486;1;bo3;x
Reason;mouz;1;1;28/3/2014;2014 EU Challenger Series - Spring #2 - Quarterfinals;;;1487;1;bo3;x
NiP;G2;1;1;28/3/2014;2014 EU Challenger Series - Spring #2 - Quarterfinals;;;1488;1;bo3;x
G2;NiP;1;1;28/3/2014;2014 EU Challenger Series - Spring #2 - Quarterfinals;;;1489;1;bo3;x
NiP;G2;1;1;28/3/2014;2014 EU Challenger Series - Spring #2 - Quarterfinals;;;1490;1;bo3;x
Departed;AwS;1;1;28/3/2014;2014 EU Challenger Series - Spring #2 - Semifinals;;;1491;1;bo3;x
AwS;Departed;0;1;28/3/2014;2014 EU Challenger Series - Spring #2 - Semifinals;;;1492;1;bo3;x
NiP;Reason;1;1;28/3/2014;2014 EU Challenger Series - Spring #2 - Semifinals;;;1493;1;bo3;x
Reason;NiP;0;1;28/3/2014;2014 EU Challenger Series - Spring #2 - Semifinals;;;1494;1;bo3;x
Team Coast Gold;Reason;0;1;28/3/2014;2014 EU Challenger Series - Spring #2 - 3rd place;;;1495;1;bo3;x
Reason;Team Coast Gold;1;1;28/3/2014;2014 EU Challenger Series - Spring #2 - 3rd place;;;1496;1;bo3;x
NiP;Denial.EU;1;1;28/3/2014;2014 EU Challenger Series - Spring #2 - Finals;;;1497;1;bo3;x
Denial.EU;NiP;0;1;28/3/2014;2014 EU Challenger Series - Spring #2 - Finals;;;1498;1;bo3;x
CLG;Crs Acad;0;1;9/9/2014;LCS NA Season 5 spring Promotion Qualifier;;;1499;1;bo5;x
Crs Acad;CLG;1;1;9/9/2014;LCS NA Season 5 spring Promotion Qualifier;;;1500;1;bo5;x
CLG;Crs Acad;1;1;9/9/2014;LCS NA Season 5 spring Promotion Qualifier;;;1501;1;bo5;x
Crs Acad;CLG;0;1;9/9/2014;LCS NA Season 5 spring Promotion Qualifier;;;1502;1;bo5;x
CLG;Crs Acad;1;1;9/9/2014;LCS NA Season 5 spring Promotion Qualifier;;;1503;1;bo5;x
Gambit;SK Prime;0;1;10/9/2014;;;;1504;1;bo5;x
SK Prime;Gambit;0;1;10/9/2014;;;;1505;1;bo5;x
Gambit;SK Prime;1;1;10/9/2014;;;;1506;1;bo5;x
SK Prime;Gambit;0;1;10/9/2014;;;;1507;1;bo5;x
EG;C;1;1;10/9/2014;;;;1508;1;bo5;x
C;EG;0;1;10/9/2014;;;;1509;1;bo5;x
EG;C;1;1;10/9/2014;;;;;;;
